x,y
2178217,2100374
878781,711733
2132560,2392180
799231,1024776
3848501,3117492
2167410,2438761
1424306,1231690
1209584,1206626
2648245,2636160
2455434,1613441
888981,897274
6499910,4325517
1361759,986292
2054133,2301702
1038375,1063735
2821758,2885566
1443763,1436475
2073146,1253831
3896911,4263869
2441016,2521457
939643,942828
1194959,770622
4027806,3287435
1404048,1411536
1601973,1397390
2702018,1741832
1128494,1171236
961611,877920
1358309,1357340
892326,860527
4090078,4250858
1336090,1364850
795083,545938
1027366,1010306
2827593,2867352
2006472,1962142
2748527,1759846
2038474,2339066
4033215,3359888
8040065,8166707
2784829,2816778
1907681,1429366
2161128,2085316
1957564,2103061
4145969,3429394
2817980,2857331
1933889,1936689
844835,748130
1500638,1421707
1268076,1321767
1265513,1263539
4118944,3382226
1145912,854564
3135145,2372288
976222,735975
3539435,3448566
1606800,1619429
1819373,1513486
1110295,1011901
1101974,1033516
1223644,1451615
2560707,1827349
1496664,1553928
799993,842820
1531408,1438948
3140191,1940941
4752120,4893658
696420,822677
1849197,1136853
1317479,1378242
1500873,1282518
2363649,2435435
812971,985236
1456174,1396887
2012362,1619061
1431728,1586422
2670212,2844323
2222219,1803570
3631260,3951997
1008267,1181981
3345526,2989724
5516899,5724186
4023383,3409689
3108428,2782573
5534782,6026552
1676234,1252363
1429654,1134808
3257499,1966603
3249249,2928138
2713628,2883439
863020,968464
1601117,939142
522628,644157
1501624,1533556
8251702,6972205
1472313,1362966
1492128,1521493
3860760,3189084
1264426,1236520
888378,954433
3969120,3323921
730522,692345
4036450,3378475
1900471,892714
1623673,1648452
1066230,1026119
2907238,2455245
1235789,1384283
1249934,1106044
1224007,476390
1735442,1954250
2984180,1793233
3140781,2788571
3128357,2806372
1570812,1768527
990505,1055608
1891347,977388
2149632,2223633
986644,689173
2042019,2303346
982794,1101804
3816787,3164198
2063970,2340750
1405416,1171138
1146156,1231332
2560225,2716990
2749345,1698131
8690490,4466584
989557,1065173
1604088,983350
1834851,1780328
1025806,1108439
2722376,2940223
1319278,1612158
2359257,1323654
3784840,4086961
2363406,2506694
1048030,1045348
1177521,840347
4002543,3288473
1577289,1442565
1437228,1352965
3034174,1843169
931964,813059
2407025,1394000
3992519,4290036
902469,872317
1338623,1426194
2854444,1574992
752798,747426
923500,955650
2748268,2918433
1983558,2032339
1946198,2255469
3088561,1866875
3997147,3457031
7685621,7904872
2701828,2870604
2121629,2196487
1993299,1555664
1881432,2077478
4119679,3479194
2741513,2951669
1913676,1939994
875614,739499
1210154,1366420
1155252,1212889
1484064,1502347
4091868,3435320
3107818,2372978
1199976,823027
904256,773781
4268860,3446389
2112489,1543953
1552024,1661027
1097329,1015877
1042791,970963
1165333,1379668
3424767,1701654
1434044,1588868
775495,877037
1512883,1553412
3046439,1745911
4422741,4569615
659022,842299
1789447,1025334
1279987,1425235
1546784,1510321
2201182,2272433
941374,953462
1570298,1419385
1277697,1223399
1724360,1143784
2488344,2640152
1747355,1560290
3507231,3856619
949787,1104165
5041183,4850893
2770841,2385671
2498541,2354828
5110944,6024684
3754807,3221191
1360041,1095938
1575243,1119902
3226227,1732909
2717525,2582232
2526511,2669473
808852,955130
1406601,1029473
586253,672256
1800333,1258732
7701481,6460674
1418942,1284648
1790985,1254350
3607092,3036229
875888,984888
828815,839924
885071,637403
3706875,3122133
3768060,3168774
321989,1146121
1922613,1367807
1437689,887569
2638075,2277587
1278512,1120258
1177903,1296237
1205640,519089
1725047,1786360
2463444,1198953
2589809,2432682
2580519,2395373
1544179,1700956
1427540,1303678
925769,872112
2418480,2016607
952646,691083
1940071,2226878
930670,1039353
3575900,3015655
1974044,2257401
1283933,1098217
1417936,1234118
2653284,1459964
2567115,2588547
5446476,4125307
960757,913526
1518490,912413
2801319,1889310
984441,905345
2587087,2753494
1224728,1535871
2258931,1303307
3652363,4022231
2197759,2299454
874833,819563
1137995,828160
3835855,3140481
1264461,1168047
1266109,1251230
2908380,1634424
869812,740585
1248961,1336456
3741194,3822292
1276559,1255323
1120402,823932
1452901,1474418
962200,600215
948622,871408
2567172,2739463
2262215,1802652
2963960,1666047
1848243,2173916
3727740,3157382
7007909,6615460
2515366,2664094
1874212,1974305
2407033,1949857
1696208,1445848
2552989,2736417
3846649,3223749
2187263,1755865
891797,805483
1783943,1248050
1306144,1203464
1224972,1320202
3820640,3256118
2720532,2031544
1156702,861142
809865,667995
3350418,2994190
1414080,1184125
1576265,1572281
1065485,915984
1276141,985324
1104727,1308583
2263592,1539815
1334612,1609744
943245,822356
1811766,1265581
